analysis_frame,category,location,metric,baseline_year,comparison_year,baseline_value,comparison_value,percent_change,ci_low,ci_high,uncertainty_status,coverage_status,interpretation,limitation,source_file,source_key,borough_neighborhood,ci_unit,persistence_result,full_vs_jan_aug,map_priority,weather_adjusted_result,q_value_bh,reference_period,unit,raw_pearson_r
full_year_2024_2025,air-quality monitor,Broadway/35th St,PM2.5 ug/m3,2024.0,2025.0,8.917734210232505,8.002051316988243,-10.268111514173361,-1.6227385875517744,-0.24953213996655696,decrease; interval excludes zero,all 12 months eligible,"Equal-weight eligible common months: 1,2,3,4,5,6,7,8,9,10,11,12","monitor-level association; not neighborhood exposure; regional weather proxy, unmeasured smoke and sources; no causal policy attribution",full_year_2024_2025_observed_matched_changes.csv,36061NY09734,Chelsea - Clinton,ug/m3,inconclusive,weakened,monitor,-1.3156323613361067,,,,
full_year_2024_2025,weather-adjusted air quality,Broadway/35th St,weather-adjusted year association ug/m3,2024.0,2025.0,,-1.3156323613361067,,-2.1249714680791962,-0.506293254593017,adjusted decrease,"1,2,3,4,5,6,7,8,9,10,11,12",Calendar/weather-adjusted association; retain BH-adjusted evidence,"monitor-level association; not neighborhood exposure; regional weather proxy, unmeasured smoke and sources; no causal policy attribution",full_year_2024_2025_weather_adjusted_changes.csv,36061NY09734,,ug/m3,inconclusive,weakened,detail,-1.3156323613361067,0.0037500164782496297,,,
full_year_2024_2025,air-quality monitor,Midtown West,PM2.5 ug/m3,2024.0,2025.0,10.032965377609107,10.092475448028674,0.59314537805919,-1.1068741350913498,1.4377228605251704,uncertain; interval includes zero,partial matched months; not complete-year estimate,"Equal-weight eligible common months: 8,9,10,11,12","partial or absent baseline/coverage; not complete-year estimate; regional weather proxy, unmeasured smoke and sources; no causal policy attribution",full_year_2024_2025_observed_matched_changes.csv,36061NY09929,Chelsea - Clinton,ug/m3,inconclusive,inconclusive,monitor,-0.27387471943366926,,,,
full_year_2024_2025,weather-adjusted air quality,Midtown West,weather-adjusted year association ug/m3,2024.0,2025.0,,-0.27387471943366926,,-1.3166891981859428,0.7689397593186043,uncertain after BH adjustment,"8,9,10,11,12",Calendar/weather-adjusted association; retain BH-adjusted evidence,"partial or absent baseline/coverage; not complete-year estimate; regional weather proxy, unmeasured smoke and sources; no causal policy attribution",full_year_2024_2025_weather_adjusted_changes.csv,36061NY09929,,ug/m3,inconclusive,inconclusive,detail,-0.27387471943366926,0.6067305213367822,,,
full_year_2024_2025,air-quality monitor,Queensboro Bridge,PM2.5 ug/m3,2024.0,2025.0,7.554667708071216,6.569345430158171,-13.042562770303611,-1.5920608373613707,-0.3219874615377962,decrease; interval excludes zero,partial matched months; not complete-year estimate,"Equal-weight eligible common months: 1,2,3,4,7,8,9,10,11,12","partial or absent baseline/coverage; not complete-year estimate; regional weather proxy, unmeasured smoke and sources; no causal policy attribution",full_year_2024_2025_observed_matched_changes.csv,36061NY10130,Upper East Side,ug/m3,inconclusive,weakened,monitor,-1.26108692836364,,,,
full_year_2024_2025,weather-adjusted air quality,Queensboro Bridge,weather-adjusted year association ug/m3,2024.0,2025.0,,-1.26108692836364,,-1.9026755630825853,-0.6194982936446946,adjusted decrease,"1,2,3,4,7,8,9,10,11,12",Calendar/weather-adjusted association; retain BH-adjusted evidence,"partial or absent baseline/coverage; not complete-year estimate; regional weather proxy, unmeasured smoke and sources; no causal policy attribution",full_year_2024_2025_weather_adjusted_changes.csv,36061NY10130,,ug/m3,inconclusive,weakened,detail,-1.26108692836364,0.0005067583067793945,,,
full_year_2024_2025,air-quality monitor,Hamilton Bridge,PM2.5 ug/m3,2024.0,2025.0,6.987357831541219,9.159373745519712,31.084938918884685,0.8217526872944114,3.316244973657195,increase; interval excludes zero,partial matched months; not complete-year estimate,"Equal-weight eligible common months: 6,8,9,10,11","partial or absent baseline/coverage; not complete-year estimate; regional weather proxy, unmeasured smoke and sources; no causal policy attribution",full_year_2024_2025_observed_matched_changes.csv,36061NY12380,Washington Heights - Inwood,ug/m3,inconclusive,inconclusive,monitor,1.2760654248846734,,,,
full_year_2024_2025,weather-adjusted air quality,Hamilton Bridge,weather-adjusted year association ug/m3,2024.0,2025.0,,1.2760654248846734,,0.03842161933579291,2.513709230433554,uncertain after BH adjustment,"6,8,9,10,11",Calendar/weather-adjusted association; retain BH-adjusted evidence,"partial or absent baseline/coverage; not complete-year estimate; regional weather proxy, unmeasured smoke and sources; no causal policy attribution",full_year_2024_2025_weather_adjusted_changes.csv,36061NY12380,,ug/m3,inconclusive,inconclusive,detail,1.2760654248846734,0.07036168125134092,,,
full_year_2024_2025,air-quality monitor,Van Wyck,PM2.5 ug/m3,2024.0,2025.0,7.215285763047728,6.349176270063892,-12.003814144403236,-1.81907265736799,-0.1155032905964695,decrease; interval excludes zero,partial matched months; not complete-year estimate,"Equal-weight eligible common months: 3,4,5,6,8,9,10,12","partial or absent baseline/coverage; not complete-year estimate; regional weather proxy, unmeasured smoke and sources; no causal policy attribution",full_year_2024_2025_observed_matched_changes.csv,36081NY07615,Jamaica,ug/m3,confirmed,weakened,monitor,-1.3967808059483922,,,,
full_year_2024_2025,weather-adjusted air quality,Van Wyck,weather-adjusted year association ug/m3,2024.0,2025.0,,-1.3967808059483922,,-2.184947056611302,-0.6086145552854821,adjusted decrease,"3,4,5,6,8,9,10,12",Calendar/weather-adjusted association; retain BH-adjusted evidence,"partial or absent baseline/coverage; not complete-year estimate; regional weather proxy, unmeasured smoke and sources; no causal policy attribution",full_year_2024_2025_weather_adjusted_changes.csv,36081NY07615,,ug/m3,strengthened,weakened,detail,-1.3967808059483922,0.0016700187768554403,,,
full_year_2024_2025,air-quality monitor,Glendale,PM2.5 ug/m3,2024.0,2025.0,,,,,,not estimated,no eligible baseline,Equal-weight eligible common months: nan,"partial or absent baseline/coverage; not complete-year estimate; regional weather proxy, unmeasured smoke and sources; no causal policy attribution",full_year_2024_2025_observed_matched_changes.csv,36081NY08198,Ridgewood - Forest Hills,ug/m3,inconclusive,inconclusive,monitor,,,,,
full_year_2024_2025,weather-adjusted air quality,Glendale,weather-adjusted year association ug/m3,2024.0,2025.0,,,,,,not estimated,nan,Calendar/weather-adjusted association; retain BH-adjusted evidence,"partial or absent baseline/coverage; not complete-year estimate; regional weather proxy, unmeasured smoke and sources; no causal policy attribution",full_year_2024_2025_weather_adjusted_changes.csv,36081NY08198,,ug/m3,inconclusive,inconclusive,detail,,,,,
full_year_2024_2025,air-quality monitor,Queens College,PM2.5 ug/m3,2024.0,2025.0,6.397546443276028,6.143045619637393,-3.9781004467129955,-0.9552456481979914,0.5848460087056025,uncertain; interval includes zero,partial matched months; not complete-year estimate,"Equal-weight eligible common months: 1,2,3,4,8,9,12","partial or absent baseline/coverage; not complete-year estimate; regional weather proxy, unmeasured smoke and sources; no causal policy attribution",full_year_2024_2025_observed_matched_changes.csv,36081NY09285,Fresh Meadows,ug/m3,inconclusive,inconclusive,monitor,-0.7811221435060993,,,,
full_year_2024_2025,weather-adjusted air quality,Queens College,weather-adjusted year association ug/m3,2024.0,2025.0,,-0.7811221435060993,,-1.4093536627234517,-0.1528906242887469,adjusted decrease,"1,2,3,4,8,9,12",Calendar/weather-adjusted association; retain BH-adjusted evidence,"partial or absent baseline/coverage; not complete-year estimate; regional weather proxy, unmeasured smoke and sources; no causal policy attribution",full_year_2024_2025_weather_adjusted_changes.csv,36081NY09285,,ug/m3,inconclusive,weakened,detail,-0.7811221435060993,0.027507194623038102,,,
full_year_2024_2025,air-quality monitor,SI Expwy,PM2.5 ug/m3,2024.0,2025.0,7.336184398232664,7.960482493279569,8.509847369666756,-0.8014676892474438,2.276408704345748,uncertain; interval includes zero,partial matched months; not complete-year estimate,"Equal-weight eligible common months: 8,10,11,12","partial or absent baseline/coverage; not complete-year estimate; regional weather proxy, unmeasured smoke and sources; no causal policy attribution",full_year_2024_2025_observed_matched_changes.csv,36085NY03820,Willowbrook,ug/m3,inconclusive,inconclusive,monitor,0.8577214669874753,,,,
full_year_2024_2025,weather-adjusted air quality,SI Expwy,weather-adjusted year association ug/m3,2024.0,2025.0,,0.8577214669874753,,-0.5491723458852042,2.2646152798601547,uncertain after BH adjustment,"8,10,11,12",Calendar/weather-adjusted association; retain BH-adjusted evidence,"partial or absent baseline/coverage; not complete-year estimate; regional weather proxy, unmeasured smoke and sources; no causal policy attribution",full_year_2024_2025_weather_adjusted_changes.csv,36085NY03820,,ug/m3,inconclusive,inconclusive,detail,0.8577214669874753,0.3017618515020244,,,
pre_policy_context,environmental-justice context,101,poverty_pct,,,16.53,,,,,,pre-policy 2019-23,Pre-existing area burden; high relative burden=False,UHF42 geography; not evidence of new policy harm or individual exposure,data/processed_data/neighborhood_vulnerability_long.csv,101|poverty_pct,,,,,context,,,2019-23,percent,
pre_policy_context,environmental-justice context,102,poverty_pct,,,16.66,,,,,,pre-policy 2019-23,Pre-existing area burden; high relative burden=False,UHF42 geography; not evidence of new policy harm or individual exposure,data/processed_data/neighborhood_vulnerability_long.csv,102|poverty_pct,,,,,context,,,2019-23,percent,
pre_policy_context,environmental-justice context,103,poverty_pct,,,27.66,,,,,,pre-policy 2019-23,Pre-existing area burden; high relative burden=True,UHF42 geography; not evidence of new policy harm or individual exposure,data/processed_data/neighborhood_vulnerability_long.csv,103|poverty_pct,,,,,context,,,2019-23,percent,
pre_policy_context,environmental-justice context,104,poverty_pct,,,21.45,,,,,,pre-policy 2019-23,Pre-existing area burden; high relative burden=False,UHF42 geography; not evidence of new policy harm or individual exposure,data/processed_data/neighborhood_vulnerability_long.csv,104|poverty_pct,,,,,context,,,2019-23,percent,
pre_policy_context,environmental-justice context,105,poverty_pct,,,33.91,,,,,,pre-policy 2019-23,Pre-existing area burden; high relative burden=True,UHF42 geography; not evidence of new policy harm or individual exposure,data/processed_data/neighborhood_vulnerability_long.csv,105|poverty_pct,,,,,context,,,2019-23,percent,
pre_policy_context,environmental-justice context,106,poverty_pct,,,35.26,,,,,,pre-policy 2019-23,Pre-existing area burden; high relative burden=True,UHF42 geography; not evidence of new policy harm or individual exposure,data/processed_data/neighborhood_vulnerability_long.csv,106|poverty_pct,,,,,context,,,2019-23,percent,
pre_policy_context,environmental-justice context,107,poverty_pct,,,35.79,,,,,,pre-policy 2019-23,Pre-existing area burden; high relative burden=True,UHF42 geography; not evidence of new policy harm or individual exposure,data/processed_data/neighborhood_vulnerability_long.csv,107|poverty_pct,,,,,context,,,2019-23,percent,
pre_policy_context,environmental-justice context,201,poverty_pct,,,16.7,,,,,,pre-policy 2019-23,Pre-existing area burden; high relative burden=False,UHF42 geography; not evidence of new policy harm or individual exposure,data/processed_data/neighborhood_vulnerability_long.csv,201|poverty_pct,,,,,context,,,2019-23,percent,
pre_policy_context,environmental-justice context,202,poverty_pct,,,12.51,,,,,,pre-policy 2019-23,Pre-existing area burden; high relative burden=False,UHF42 geography; not evidence of new policy harm or individual exposure,data/processed_data/neighborhood_vulnerability_long.csv,202|poverty_pct,,,,,context,,,2019-23,percent,
pre_policy_context,environmental-justice context,203,poverty_pct,,,22.6,,,,,,pre-policy 2019-23,Pre-existing area burden; high relative burden=True,UHF42 geography; not evidence of new policy harm or individual exposure,data/processed_data/neighborhood_vulnerability_long.csv,203|poverty_pct,,,,,context,,,2019-23,percent,
pre_policy_context,environmental-justice context,204,poverty_pct,,,23.43,,,,,,pre-policy 2019-23,Pre-existing area burden; high relative burden=True,UHF42 geography; not evidence of new policy harm or individual exposure,data/processed_data/neighborhood_vulnerability_long.csv,204|poverty_pct,,,,,context,,,2019-23,percent,
pre_policy_context,environmental-justice context,205,poverty_pct,,,21.97,,,,,,pre-policy 2019-23,Pre-existing area burden; high relative burden=True,UHF42 geography; not evidence of new policy harm or individual exposure,data/processed_data/neighborhood_vulnerability_long.csv,205|poverty_pct,,,,,context,,,2019-23,percent,
pre_policy_context,environmental-justice context,206,poverty_pct,,,21.52,,,,,,pre-policy 2019-23,Pre-existing area burden; high relative burden=True,UHF42 geography; not evidence of new policy harm or individual exposure,data/processed_data/neighborhood_vulnerability_long.csv,206|poverty_pct,,,,,context,,,2019-23,percent,
pre_policy_context,environmental-justice context,207,poverty_pct,,,14.44,,,,,,pre-policy 2019-23,Pre-existing area burden; high relative burden=False,UHF42 geography; not evidence of new policy harm or individual exposure,data/processed_data/neighborhood_vulnerability_long.csv,207|poverty_pct,,,,,context,,,2019-23,percent,
pre_policy_context,environmental-justice context,208,poverty_pct,,,12.66,,,,,,pre-policy 2019-23,Pre-existing area burden; high relative burden=False,UHF42 geography; not evidence of new policy harm or individual exposure,data/processed_data/neighborhood_vulnerability_long.csv,208|poverty_pct,,,,,context,,,2019-23,percent,
pre_policy_context,environmental-justice context,209,poverty_pct,,,15.04,,,,,,pre-policy 2019-23,Pre-existing area burden; high relative burden=False,UHF42 geography; not evidence of new policy harm or individual exposure,data/processed_data/neighborhood_vulnerability_long.csv,209|poverty_pct,,,,,context,,,2019-23,percent,
pre_policy_context,environmental-justice context,210,poverty_pct,,,19.31,,,,,,pre-policy 2019-23,Pre-existing area burden; high relative burden=False,UHF42 geography; not evidence of new policy harm or individual exposure,data/processed_data/neighborhood_vulnerability_long.csv,210|poverty_pct,,,,,context,,,2019-23,percent,
pre_policy_context,environmental-justice context,211,poverty_pct,,,26.16,,,,,,pre-policy 2019-23,Pre-existing area burden; high relative burden=True,UHF42 geography; not evidence of new policy harm or individual exposure,data/processed_data/neighborhood_vulnerability_long.csv,211|poverty_pct,,,,,context,,,2019-23,percent,
pre_policy_context,environmental-justice context,301,poverty_pct,,,18.66,,,,,,pre-policy 2019-23,Pre-existing area burden; high relative burden=False,UHF42 geography; not evidence of new policy harm or individual exposure,data/processed_data/neighborhood_vulnerability_long.csv,301|poverty_pct,,,,,context,,,2019-23,percent,
pre_policy_context,environmental-justice context,302,poverty_pct,,,25.22,,,,,,pre-policy 2019-23,Pre-existing area burden; high relative burden=True,UHF42 geography; not evidence of new policy harm or individual exposure,data/processed_data/neighborhood_vulnerability_long.csv,302|poverty_pct,,,,,context,,,2019-23,percent,
pre_policy_context,environmental-justice context,303,poverty_pct,,,32.86,,,,,,pre-policy 2019-23,Pre-existing area burden; high relative burden=True,UHF42 geography; not evidence of new policy harm or individual exposure,data/processed_data/neighborhood_vulnerability_long.csv,303|poverty_pct,,,,,context,,,2019-23,percent,
pre_policy_context,environmental-justice context,304,poverty_pct,,,11.51,,,,,,pre-policy 2019-23,Pre-existing area burden; high relative burden=False,UHF42 geography; not evidence of new policy harm or individual exposure,data/processed_data/neighborhood_vulnerability_long.csv,304|poverty_pct,,,,,context,,,2019-23,percent,
pre_policy_context,environmental-justice context,305,poverty_pct,,,7.33,,,,,,pre-policy 2019-23,Pre-existing area burden; high relative burden=False,UHF42 geography; not evidence of new policy harm or individual exposure,data/processed_data/neighborhood_vulnerability_long.csv,305|poverty_pct,,,,,context,,,2019-23,percent,
pre_policy_context,environmental-justice context,306,poverty_pct,,,11.95,,,,,,pre-policy 2019-23,Pre-existing area burden; high relative burden=False,UHF42 geography; not evidence of new policy harm or individual exposure,data/processed_data/neighborhood_vulnerability_long.csv,306|poverty_pct,,,,,context,,,2019-23,percent,
pre_policy_context,environmental-justice context,307,poverty_pct,,,8.87,,,,,,pre-policy 2019-23,Pre-existing area burden; high relative burden=False,UHF42 geography; not evidence of new policy harm or individual exposure,data/processed_data/neighborhood_vulnerability_long.csv,307|poverty_pct,,,,,context,,,2019-23,percent,
pre_policy_context,environmental-justice context,308,poverty_pct,,,8.89,,,,,,pre-policy 2019-23,Pre-existing area burden; high relative burden=False,UHF42 geography; not evidence of new policy harm or individual exposure,data/processed_data/neighborhood_vulnerability_long.csv,308|poverty_pct,,,,,context,,,2019-23,percent,
pre_policy_context,environmental-justice context,309,poverty_pct,,,20.06,,,,,,pre-policy 2019-23,Pre-existing area burden; high relative burden=False,UHF42 geography; not evidence of new policy harm or individual exposure,data/processed_data/neighborhood_vulnerability_long.csv,309|poverty_pct,,,,,context,,,2019-23,percent,
pre_policy_context,environmental-justice context,310,poverty_pct,,,9.74,,,,,,pre-policy 2019-23,Pre-existing area burden; high relative burden=False,UHF42 geography; not evidence of new policy harm or individual exposure,data/processed_data/neighborhood_vulnerability_long.csv,310|poverty_pct,,,,,context,,,2019-23,percent,
pre_policy_context,environmental-justice context,401,poverty_pct,,,11.36,,,,,,pre-policy 2019-23,Pre-existing area burden; high relative burden=False,UHF42 geography; not evidence of new policy harm or individual exposure,data/processed_data/neighborhood_vulnerability_long.csv,401|poverty_pct,,,,,context,,,2019-23,percent,
pre_policy_context,environmental-justice context,402,poverty_pct,,,13.9,,,,,,pre-policy 2019-23,Pre-existing area burden; high relative burden=False,UHF42 geography; not evidence of new policy harm or individual exposure,data/processed_data/neighborhood_vulnerability_long.csv,402|poverty_pct,,,,,context,,,2019-23,percent,
pre_policy_context,environmental-justice context,403,poverty_pct,,,14.94,,,,,,pre-policy 2019-23,Pre-existing area burden; high relative burden=False,UHF42 geography; not evidence of new policy harm or individual exposure,data/processed_data/neighborhood_vulnerability_long.csv,403|poverty_pct,,,,,context,,,2019-23,percent,
pre_policy_context,environmental-justice context,404,poverty_pct,,,7.64,,,,,,pre-policy 2019-23,Pre-existing area burden; high relative burden=False,UHF42 geography; not evidence of new policy harm or individual exposure,data/processed_data/neighborhood_vulnerability_long.csv,404|poverty_pct,,,,,context,,,2019-23,percent,
pre_policy_context,environmental-justice context,405,poverty_pct,,,10.35,,,,,,pre-policy 2019-23,Pre-existing area burden; high relative burden=False,UHF42 geography; not evidence of new policy harm or individual exposure,data/processed_data/neighborhood_vulnerability_long.csv,405|poverty_pct,,,,,context,,,2019-23,percent,
pre_policy_context,environmental-justice context,406,poverty_pct,,,11.53,,,,,,pre-policy 2019-23,Pre-existing area burden; high relative burden=False,UHF42 geography; not evidence of new policy harm or individual exposure,data/processed_data/neighborhood_vulnerability_long.csv,406|poverty_pct,,,,,context,,,2019-23,percent,
pre_policy_context,environmental-justice context,407,poverty_pct,,,10.62,,,,,,pre-policy 2019-23,Pre-existing area burden; high relative burden=False,UHF42 geography; not evidence of new policy harm or individual exposure,data/processed_data/neighborhood_vulnerability_long.csv,407|poverty_pct,,,,,context,,,2019-23,percent,
pre_policy_context,environmental-justice context,408,poverty_pct,,,12.7,,,,,,pre-policy 2019-23,Pre-existing area burden; high relative burden=False,UHF42 geography; not evidence of new policy harm or individual exposure,data/processed_data/neighborhood_vulnerability_long.csv,408|poverty_pct,,,,,context,,,2019-23,percent,
pre_policy_context,environmental-justice context,409,poverty_pct,,,6.78,,,,,,pre-policy 2019-23,Pre-existing area burden; high relative burden=False,UHF42 geography; not evidence of new policy harm or individual exposure,data/processed_data/neighborhood_vulnerability_long.csv,409|poverty_pct,,,,,context,,,2019-23,percent,
pre_policy_context,environmental-justice context,410,poverty_pct,,,19.66,,,,,,pre-policy 2019-23,Pre-existing area burden; high relative burden=False,UHF42 geography; not evidence of new policy harm or individual exposure,data/processed_data/neighborhood_vulnerability_long.csv,410|poverty_pct,,,,,context,,,2019-23,percent,
pre_policy_context,environmental-justice context,501,poverty_pct,,,17.08,,,,,,pre-policy 2019-23,Pre-existing area burden; high relative burden=False,UHF42 geography; not evidence of new policy harm or individual exposure,data/processed_data/neighborhood_vulnerability_long.csv,501|poverty_pct,,,,,context,,,2019-23,percent,
pre_policy_context,environmental-justice context,502,poverty_pct,,,14.72,,,,,,pre-policy 2019-23,Pre-existing area burden; high relative burden=False,UHF42 geography; not evidence of new policy harm or individual exposure,data/processed_data/neighborhood_vulnerability_long.csv,502|poverty_pct,,,,,context,,,2019-23,percent,
pre_policy_context,environmental-justice context,503,poverty_pct,,,10.1,,,,,,pre-policy 2019-23,Pre-existing area burden; high relative burden=False,UHF42 geography; not evidence of new policy harm or individual exposure,data/processed_data/neighborhood_vulnerability_long.csv,503|poverty_pct,,,,,context,,,2019-23,percent,
pre_policy_context,environmental-justice context,504,poverty_pct,,,6.68,,,,,,pre-policy 2019-23,Pre-existing area burden; high relative burden=False,UHF42 geography; not evidence of new policy harm or individual exposure,data/processed_data/neighborhood_vulnerability_long.csv,504|poverty_pct,,,,,context,,,2019-23,percent,
pre_policy_context,environmental-justice context,101,child_asthma_ed_rate,,,134.3,,,,,,pre-policy 2023,Pre-existing area burden; high relative burden=False,UHF42 geography; not evidence of new policy harm or individual exposure,data/processed_data/neighborhood_vulnerability_long.csv,101|child_asthma_ed_rate,,,,,context,,,2023,"visits per 10,000 residents age 5–17",
pre_policy_context,environmental-justice context,102,child_asthma_ed_rate,,,180.2,,,,,,pre-policy 2023,Pre-existing area burden; high relative burden=True,UHF42 geography; not evidence of new policy harm or individual exposure,data/processed_data/neighborhood_vulnerability_long.csv,102|child_asthma_ed_rate,,,,,context,,,2023,"visits per 10,000 residents age 5–17",
pre_policy_context,environmental-justice context,103,child_asthma_ed_rate,,,254.9,,,,,,pre-policy 2023,Pre-existing area burden; high relative burden=True,UHF42 geography; not evidence of new policy harm or individual exposure,data/processed_data/neighborhood_vulnerability_long.csv,103|child_asthma_ed_rate,,,,,context,,,2023,"visits per 10,000 residents age 5–17",
pre_policy_context,environmental-justice context,104,child_asthma_ed_rate,,,199.5,,,,,,pre-policy 2023,Pre-existing area burden; high relative burden=True,UHF42 geography; not evidence of new policy harm or individual exposure,data/processed_data/neighborhood_vulnerability_long.csv,104|child_asthma_ed_rate,,,,,context,,,2023,"visits per 10,000 residents age 5–17",
pre_policy_context,environmental-justice context,105,child_asthma_ed_rate,,,258.9,,,,,,pre-policy 2023,Pre-existing area burden; high relative burden=True,UHF42 geography; not evidence of new policy harm or individual exposure,data/processed_data/neighborhood_vulnerability_long.csv,105|child_asthma_ed_rate,,,,,context,,,2023,"visits per 10,000 residents age 5–17",
pre_policy_context,environmental-justice context,106,child_asthma_ed_rate,,,287.9,,,,,,pre-policy 2023,Pre-existing area burden; high relative burden=True,UHF42 geography; not evidence of new policy harm or individual exposure,data/processed_data/neighborhood_vulnerability_long.csv,106|child_asthma_ed_rate,,,,,context,,,2023,"visits per 10,000 residents age 5–17",
pre_policy_context,environmental-justice context,107,child_asthma_ed_rate,,,266.2,,,,,,pre-policy 2023,Pre-existing area burden; high relative burden=True,UHF42 geography; not evidence of new policy harm or individual exposure,data/processed_data/neighborhood_vulnerability_long.csv,107|child_asthma_ed_rate,,,,,context,,,2023,"visits per 10,000 residents age 5–17",
pre_policy_context,environmental-justice context,201,child_asthma_ed_rate,,,48.9,,,,,,pre-policy 2023,Pre-existing area burden; high relative burden=False,UHF42 geography; not evidence of new policy harm or individual exposure,data/processed_data/neighborhood_vulnerability_long.csv,201|child_asthma_ed_rate,,,,,context,,,2023,"visits per 10,000 residents age 5–17",
pre_policy_context,environmental-justice context,202,child_asthma_ed_rate,,,114.0,,,,,,pre-policy 2023,Pre-existing area burden; high relative burden=False,UHF42 geography; not evidence of new policy harm or individual exposure,data/processed_data/neighborhood_vulnerability_long.csv,202|child_asthma_ed_rate,,,,,context,,,2023,"visits per 10,000 residents age 5–17",
pre_policy_context,environmental-justice context,203,child_asthma_ed_rate,,,259.1,,,,,,pre-policy 2023,Pre-existing area burden; high relative burden=True,UHF42 geography; not evidence of new policy harm or individual exposure,data/processed_data/neighborhood_vulnerability_long.csv,203|child_asthma_ed_rate,,,,,context,,,2023,"visits per 10,000 residents age 5–17",
pre_policy_context,environmental-justice context,204,child_asthma_ed_rate,,,215.1,,,,,,pre-policy 2023,Pre-existing area burden; high relative burden=True,UHF42 geography; not evidence of new policy harm or individual exposure,data/processed_data/neighborhood_vulnerability_long.csv,204|child_asthma_ed_rate,,,,,context,,,2023,"visits per 10,000 residents age 5–17",
pre_policy_context,environmental-justice context,205,child_asthma_ed_rate,,,87.4,,,,,,pre-policy 2023,Pre-existing area burden; high relative burden=False,UHF42 geography; not evidence of new policy harm or individual exposure,data/processed_data/neighborhood_vulnerability_long.csv,205|child_asthma_ed_rate,,,,,context,,,2023,"visits per 10,000 residents age 5–17",
pre_policy_context,environmental-justice context,206,child_asthma_ed_rate,,,29.2,,,,,,pre-policy 2023,Pre-existing area burden; high relative burden=False,UHF42 geography; not evidence of new policy harm or individual exposure,data/processed_data/neighborhood_vulnerability_long.csv,206|child_asthma_ed_rate,,,,,context,,,2023,"visits per 10,000 residents age 5–17",
pre_policy_context,environmental-justice context,207,child_asthma_ed_rate,,,174.1,,,,,,pre-policy 2023,Pre-existing area burden; high relative burden=True,UHF42 geography; not evidence of new policy harm or individual exposure,data/processed_data/neighborhood_vulnerability_long.csv,207|child_asthma_ed_rate,,,,,context,,,2023,"visits per 10,000 residents age 5–17",
pre_policy_context,environmental-justice context,208,child_asthma_ed_rate,,,147.9,,,,,,pre-policy 2023,Pre-existing area burden; high relative burden=False,UHF42 geography; not evidence of new policy harm or individual exposure,data/processed_data/neighborhood_vulnerability_long.csv,208|child_asthma_ed_rate,,,,,context,,,2023,"visits per 10,000 residents age 5–17",
pre_policy_context,environmental-justice context,209,child_asthma_ed_rate,,,38.5,,,,,,pre-policy 2023,Pre-existing area burden; high relative burden=False,UHF42 geography; not evidence of new policy harm or individual exposure,data/processed_data/neighborhood_vulnerability_long.csv,209|child_asthma_ed_rate,,,,,context,,,2023,"visits per 10,000 residents age 5–17",
pre_policy_context,environmental-justice context,210,child_asthma_ed_rate,,,74.0,,,,,,pre-policy 2023,Pre-existing area burden; high relative burden=False,UHF42 geography; not evidence of new policy harm or individual exposure,data/processed_data/neighborhood_vulnerability_long.csv,210|child_asthma_ed_rate,,,,,context,,,2023,"visits per 10,000 residents age 5–17",
pre_policy_context,environmental-justice context,211,child_asthma_ed_rate,,,159.4,,,,,,pre-policy 2023,Pre-existing area burden; high relative burden=False,UHF42 geography; not evidence of new policy harm or individual exposure,data/processed_data/neighborhood_vulnerability_long.csv,211|child_asthma_ed_rate,,,,,context,,,2023,"visits per 10,000 residents age 5–17",
pre_policy_context,environmental-justice context,301,child_asthma_ed_rate,,,153.7,,,,,,pre-policy 2023,Pre-existing area burden; high relative burden=False,UHF42 geography; not evidence of new policy harm or individual exposure,data/processed_data/neighborhood_vulnerability_long.csv,301|child_asthma_ed_rate,,,,,context,,,2023,"visits per 10,000 residents age 5–17",
pre_policy_context,environmental-justice context,302,child_asthma_ed_rate,,,345.8,,,,,,pre-policy 2023,Pre-existing area burden; high relative burden=True,UHF42 geography; not evidence of new policy harm or individual exposure,data/processed_data/neighborhood_vulnerability_long.csv,302|child_asthma_ed_rate,,,,,context,,,2023,"visits per 10,000 residents age 5–17",
pre_policy_context,environmental-justice context,303,child_asthma_ed_rate,,,355.8,,,,,,pre-policy 2023,Pre-existing area burden; high relative burden=True,UHF42 geography; not evidence of new policy harm or individual exposure,data/processed_data/neighborhood_vulnerability_long.csv,303|child_asthma_ed_rate,,,,,context,,,2023,"visits per 10,000 residents age 5–17",
pre_policy_context,environmental-justice context,304,child_asthma_ed_rate,,,90.8,,,,,,pre-policy 2023,Pre-existing area burden; high relative burden=False,UHF42 geography; not evidence of new policy harm or individual exposure,data/processed_data/neighborhood_vulnerability_long.csv,304|child_asthma_ed_rate,,,,,context,,,2023,"visits per 10,000 residents age 5–17",
pre_policy_context,environmental-justice context,305,child_asthma_ed_rate,,,23.9,,,,,,pre-policy 2023,Pre-existing area burden; high relative burden=False,UHF42 geography; not evidence of new policy harm or individual exposure,data/processed_data/neighborhood_vulnerability_long.csv,305|child_asthma_ed_rate,,,,,context,,,2023,"visits per 10,000 residents age 5–17",
pre_policy_context,environmental-justice context,306,child_asthma_ed_rate,,,129.9,,,,,,pre-policy 2023,Pre-existing area burden; high relative burden=False,UHF42 geography; not evidence of new policy harm or individual exposure,data/processed_data/neighborhood_vulnerability_long.csv,306|child_asthma_ed_rate,,,,,context,,,2023,"visits per 10,000 residents age 5–17",
